Unnamed: 0,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,remaining_lease_year,month_extract,year_extract,flat_type_room,flat_model_cat,storey_range_cat,town_cat,latitude,longitude
4009,2018-07,SENGKANG,4 ROOM,410B,FERNVALE RD,07 TO 09,95.0,Premium Apartment,2012,93 years 04 months,408000.0,93.33333333333331,7,2018,4,4,2,20,1.3897982999999998,103.87618126554986
4010,2018-07,SENGKANG,4 ROOM,410B,FERNVALE RD,19 TO 21,96.0,Premium Apartment,2012,93 years 04 months,412000.0,93.33333333333331,7,2018,4,4,6,20,1.3897982999999998,103.87618126554986
4011,2018-07,SENGKANG,4 ROOM,435A,FERNVALE RD,13 TO 15,94.0,Premium Apartment,2013,94 years,415000.0,94.0,7,2018,4,4,4,20,1.3933702,103.87654055
4012,2018-07,SENGKANG,4 ROOM,438B,SENGKANG WEST AVE,16 TO 18,94.0,Model A,2011,91 years 08 months,415000.0,91.66666666666669,7,2018,4,3,5,20,1.3927775,103.877686175
4013,2018-07,SENGKANG,4 ROOM,450A,SENGKANG WEST WAY,01 TO 03,92.0,Model A,2014,95 years 01 month,415000.0,95.08333333333331,7,2018,4,3,0,20,1.39447645,103.87345631438554
4014,2018-07,SENGKANG,4 ROOM,411B,FERNVALE RD,10 TO 12,95.0,Premium Apartment,2012,93 years 04 months,418000.0,93.33333333333331,7,2018,4,4,3,20,1.39014345,103.8770638816185
4015,2018-07,SENGKANG,4 ROOM,443C,FERNVALE RD,10 TO 12,94.0,Model A,2012,93 years 04 months,418000.0,93.33333333333331,7,2018,4,3,3,20,1.3913145,103.87346904796854
4016,2018-07,SENGKANG,4 ROOM,447B,JLN KAYU,22 TO 24,94.0,Model A,2013,94 years 04 months,418000.0,94.33333333333331,7,2018,4,3,7,20,1.39243935,103.87300817957322
4017,2018-07,SENGKANG,4 ROOM,432B,SENGKANG WEST WAY,07 TO 09,93.0,Model A,2014,95 years 04 months,420000.0,95.33333333333331,7,2018,4,3,2,20,1.39398555,103.87733928501484
4018,2018-07,SENGKANG,4 ROOM,435C,FERNVALE RD,13 TO 15,94.0,Premium Apartment,2013,93 years 11 months,420800.0,93.91666666666669,7,2018,4,4,4,20,1.3936515,103.87685373996666
4019,2018-07,SENGKANG,4 ROOM,430C,FERNVALE LINK,19 TO 21,92.0,Model A,2015,95 years 10 months,423000.0,95.83333333333331,7,2018,4,3,6,20,1.3908592,103.8792664
4020,2018-07,SENGKANG,4 ROOM,410B,FERNVALE RD,16 TO 18,95.0,Premium Apartment,2012,93 years 05 months,425000.0,93.41666666666669,7,2018,4,4,5,20,1.3897982999999998,103.87618126554986
4021,2018-07,SENGKANG,4 ROOM,438A,SENGKANG WEST AVE,16 TO 18,94.0,Model A,2011,91 years 07 months,425000.0,91.58333333333331,7,2018,4,3,5,20,1.3927803,103.87741416239348
4022,2018-07,SENGKANG,4 ROOM,434B,FERNVALE RD,10 TO 12,94.0,Premium Apartment,2013,93 years 11 months,428000.0,93.91666666666669,7,2018,4,4,3,20,1.3946049,103.87661418650087
4023,2018-07,SENGKANG,4 ROOM,446C,JLN KAYU,16 TO 18,93.0,Model A,2013,94 years 04 months,428000.0,94.33333333333331,7,2018,4,3,5,20,1.39227205,103.87351725367463
4024,2018-07,SENGKANG,4 ROOM,434B,FERNVALE RD,07 TO 09,94.0,Premium Apartment,2013,94 years,428000.0,94.0,7,2018,4,4,2,20,1.3946049,103.87661418650087
4025,2018-07,SENGKANG,4 ROOM,430B,FERNVALE LINK,19 TO 21,92.0,Model A,2015,95 years 11 months,430000.0,95.91666666666669,7,2018,4,3,6,20,1.3938953,103.87835440505766
4026,2018-07,SENGKANG,4 ROOM,430C,FERNVALE LINK,16 TO 18,92.0,Model A,2015,95 years 11 months,430000.0,95.91666666666669,7,2018,4,3,5,20,1.3908592,103.8792664
4027,2018-07,SENGKANG,4 ROOM,430D,FERNVALE LINK,19 TO 21,92.0,Model A,2015,95 years 10 months,430000.0,95.83333333333331,7,2018,4,3,6,20,1.3908592,103.8792664
4028,2018-07,SENGKANG,4 ROOM,433B,SENGKANG WEST WAY,10 TO 12,93.0,Model A,2014,95 years 03 months,430000.0,95.25,7,2018,4,3,3,20,1.39392665,103.87755215804734
4029,2018-07,SENGKANG,4 ROOM,434B,FERNVALE RD,10 TO 12,94.0,Premium Apartment,2013,94 years,438000.0,94.0,7,2018,4,4,3,20,1.3946049,103.87661418650087
4030,2018-07,SENGKANG,4 ROOM,211A,COMPASSVALE LANE,10 TO 12,93.0,Model A,2013,93 years 08 months,440000.0,93.66666666666669,7,2018,4,3,3,20,1.3847390000000002,103.89940927569236
4031,2018-07,SENGKANG,4 ROOM,430D,FERNVALE LINK,19 TO 21,92.0,Model A,2015,95 years 11 months,440000.0,95.91666666666669,7,2018,4,3,6,20,1.3908592,103.8792664
4032,2018-07,SENGKANG,4 ROOM,211B,COMPASSVALE LANE,13 TO 15,95.0,Model A,2013,93 years 07 months,445000.0,93.58333333333331,7,2018,4,3,4,20,1.3852102,103.89876244486676
4033,2018-07,SENGKANG,4 ROOM,432B,SENGKANG WEST WAY,25 TO 27,93.0,Model A,2014,95 years 03 months,448000.0,95.25,7,2018,4,3,8,20,1.39398555,103.87733928501484
4034,2018-07,SENGKANG,4 ROOM,432B,SENGKANG WEST WAY,22 TO 24,93.0,Model A,2014,95 years 03 months,450000.0,95.25,7,2018,4,3,7,20,1.39398555,103.87733928501484
4035,2018-07,SENGKANG,4 ROOM,446B,JLN KAYU,25 TO 27,93.0,Model A,2013,94 years 05 months,453000.0,94.41666666666669,7,2018,4,3,8,20,1.39176705,103.8733387599992
4036,2018-07,SENGKANG,4 ROOM,212B,COMPASSVALE DR,10 TO 12,95.0,Premium Apartment,2012,93 years 03 months,455000.0,93.25,7,2018,4,4,3,20,1.3863027,103.90052654666718
4037,2018-07,SENGKANG,4 ROOM,448A,SENGKANG WEST WAY,13 TO 15,92.0,Model A,2014,95 years 01 month,460000.0,95.08333333333331,7,2018,4,3,4,20,1.3949956,103.8756836
4038,2018-07,SENGKANG,4 ROOM,271C,SENGKANG CTRL,13 TO 15,93.0,Premium Apartment,2010,90 years 10 months,540000.0,90.83333333333331,7,2018,4,4,4,20,1.3850562,103.89449643063016
4039,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,04 TO 06,112.0,Improved,2015,95 years 10 months,488000.0,95.83333333333331,7,2018,5,2,1,20,1.3908592,103.8792664
4040,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,10 TO 12,112.0,Improved,2015,95 years 11 months,520000.0,95.91666666666669,7,2018,5,2,3,20,1.3908592,103.8792664
4041,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,13 TO 15,112.0,Improved,2015,95 years 11 months,525000.0,95.91666666666669,7,2018,5,2,4,20,1.3908592,103.8792664
4042,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,13 TO 15,112.0,Improved,2015,95 years 10 months,538000.0,95.83333333333331,7,2018,5,2,4,20,1.3908592,103.8792664
4043,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,13 TO 15,112.0,Improved,2015,95 years 11 months,540000.0,95.91666666666669,7,2018,5,2,4,20,1.3908592,103.8792664
4044,2018-07,SENGKANG,5 ROOM,212B,COMPASSVALE DR,13 TO 15,120.0,Premium Apartment,2012,93 years 04 months,545000.0,93.33333333333331,7,2018,5,4,4,20,1.3863027,103.90052654666718
4045,2018-07,SENGKANG,5 ROOM,433B,SENGKANG WEST WAY,19 TO 21,113.0,Improved,2014,95 years 03 months,550000.0,95.25,7,2018,5,2,6,20,1.39392665,103.87755215804734
4046,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,19 TO 21,115.0,Improved,2015,95 years 11 months,552000.0,95.91666666666669,7,2018,5,2,6,20,1.3908592,103.8792664
4047,2018-07,SENGKANG,5 ROOM,433B,SENGKANG WEST WAY,10 TO 12,113.0,Improved,2014,95 years 03 months,565000.0,95.25,7,2018,5,2,3,20,1.39392665,103.87755215804734
4048,2018-07,SENGKANG,5 ROOM,430D,FERNVALE LINK,19 TO 21,115.0,Improved,2015,95 years 10 months,590000.0,95.83333333333331,7,2018,5,2,6,20,1.3908592,103.8792664
4049,2018-07,SENGKANG,5 ROOM,435C,FERNVALE RD,22 TO 24,113.0,Premium Apartment,2013,93 years 11 months,600000.0,93.91666666666669,7,2018,5,4,7,20,1.3936515,103.87685373996666
4050,2018-07,TAMPINES,2 ROOM,299A,TAMPINES ST 22,10 TO 12,45.0,Model A,2012,92 years 09 months,263000.0,92.75,7,2018,2,3,3,21,1.3501339,103.95437944559544
4051,2018-07,TAMPINES,2 ROOM,299A,TAMPINES ST 22,07 TO 09,45.0,Model A,2012,92 years 09 months,265000.0,92.75,7,2018,2,3,2,21,1.3501339,103.95437944559544
4052,2018-07,TAMPINES,2 ROOM,499A,TAMPINES AVE 9,04 TO 06,46.0,Model A,2014,94 years 09 months,265000.0,94.75,7,2018,2,3,1,21,1.3605031,103.9554758
4053,2018-07,TAMPINES,2 ROOM,499B,TAMPINES AVE 9,07 TO 09,46.0,Model A,2014,94 years 08 months,281000.0,94.66666666666669,7,2018,2,3,2,21,1.3605031,103.9554758
4054,2018-07,TAMPINES,5 ROOM,168B,SIMEI LANE,04 TO 06,107.0,DBSS,2011,91 years 09 months,743000.0,91.75,7,2018,5,1,1,21,1.3426276,103.95868637747569
4055,2018-07,WOODLANDS,3 ROOM,887B,WOODLANDS DR 50,07 TO 09,67.0,Premium Apartment,2015,95 years 07 months,312000.0,95.58333333333331,7,2018,3,4,2,23,1.4371155,103.79419450464344
4056,2018-07,WOODLANDS,3 ROOM,887C,WOODLANDS DR 50,07 TO 09,67.0,Premium Apartment,2015,95 years 08 months,313000.0,95.66666666666669,7,2018,3,4,2,23,1.4370956499999998,103.7946462
4057,2018-07,WOODLANDS,3 ROOM,886C,WOODLANDS DR 50,04 TO 06,67.0,Premium Apartment,2015,95 years 07 months,315000.0,95.58333333333331,7,2018,3,4,1,23,1.43786025,103.7941753931864
4058,2018-07,WOODLANDS,3 ROOM,886D,WOODLANDS DR 50,07 TO 09,67.0,Premium Apartment,2015,95 years 08 months,318000.0,95.66666666666669,7,2018,3,4,2,23,1.4370714,103.7909175
4059,2018-07,WOODLANDS,3 ROOM,887C,WOODLANDS DR 50,13 TO 15,67.0,Premium Apartment,2015,95 years 08 months,350000.0,95.66666666666669,7,2018,3,4,4,23,1.4370956499999998,103.7946462
4060,2018-07,WOODLANDS,4 ROOM,12B,MARSILING LANE,01 TO 03,93.0,Model A,2013,94 years,345000.0,94.0,7,2018,4,3,0,23,1.44108305,103.7781339
4061,2018-07,WOODLANDS,4 ROOM,12A,MARSILING LANE,07 TO 09,93.0,Model A,2013,93 years 11 months,355000.0,93.91666666666669,7,2018,4,3,2,23,1.4414131499999998,103.77841788697908
4062,2018-07,WOODLANDS,4 ROOM,12B,MARSILING LANE,13 TO 15,93.0,Model A,2013,94 years,370000.0,94.0,7,2018,4,3,4,23,1.44108305,103.7781339
4063,2018-07,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,01 TO 03,92.0,Premium Apartment,2015,95 years 08 months,380000.0,95.66666666666669,7,2018,4,4,0,23,1.43786025,103.7941753931864
4064,2018-07,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,01 TO 03,92.0,Premium Apartment,2015,95 years 07 months,380000.0,95.58333333333331,7,2018,4,4,0,23,1.43786025,103.7941753931864
4065,2018-07,WOODLANDS,4 ROOM,12C,MARSILING LANE,16 TO 18,93.0,Model A,2013,93 years 11 months,390000.0,93.91666666666669,7,2018,4,3,5,23,1.4410896000000002,103.77780775
4066,2018-07,WOODLANDS,4 ROOM,12C,MARSILING LANE,22 TO 24,95.0,Model A,2013,93 years 11 months,390000.0,93.91666666666669,7,2018,4,3,7,23,1.4410896000000002,103.77780775
4067,2018-07,WOODLANDS,4 ROOM,570B,WOODLANDS AVE 1,07 TO 09,92.0,Model A,2013,94 years 04 months,390000.0,94.33333333333331,7,2018,4,3,2,23,1.430908,103.7907695
4068,2018-07,WOODLANDS,4 ROOM,886B,WOODLANDS DR 50,01 TO 03,92.0,Premium Apartment,2015,95 years 07 months,390000.0,95.58333333333331,7,2018,4,4,0,23,1.4370714,103.7909175
4069,2018-07,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,07 TO 09,92.0,Premium Apartment,2015,95 years 08 months,405000.0,95.66666666666669,7,2018,4,4,2,23,1.4373033,103.79397080064176
4070,2018-07,WOODLANDS,4 ROOM,887B,WOODLANDS DR 50,07 TO 09,92.0,Premium Apartment,2015,95 years 07 months,406000.0,95.58333333333331,7,2018,4,4,2,23,1.4371155,103.79419450464344
4071,2018-07,WOODLANDS,4 ROOM,12B,MARSILING LANE,22 TO 24,93.0,Model A,2013,93 years 11 months,406888.0,93.91666666666669,7,2018,4,3,7,23,1.44108305,103.7781339
4072,2018-07,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,07 TO 09,92.0,Premium Apartment,2015,95 years 07 months,409000.0,95.58333333333331,7,2018,4,4,2,23,1.4373033,103.79397080064176
4073,2018-07,WOODLANDS,4 ROOM,570C,WOODLANDS AVE 1,10 TO 12,92.0,Model A,2013,94 years 04 months,418888.0,94.33333333333331,7,2018,4,3,3,23,1.4314491,103.7901304
4074,2018-07,WOODLANDS,4 ROOM,12C,MARSILING LANE,28 TO 30,95.0,Model A,2013,94 years,425000.0,94.0,7,2018,4,3,9,23,1.4410896000000002,103.77780775
4075,2018-07,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,13 TO 15,95.0,Premium Apartment,2015,95 years 08 months,435555.0,95.66666666666669,7,2018,4,4,4,23,1.4373033,103.79397080064176
4076,2018-07,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,13 TO 15,95.0,Premium Apartment,2015,95 years 07 months,438888.0,95.58333333333331,7,2018,4,4,4,23,1.43786025,103.7941753931864
4077,2018-07,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,16 TO 18,92.0,Premium Apartment,2015,95 years 08 months,440000.0,95.66666666666669,7,2018,4,4,5,23,1.43786025,103.7941753931864
4078,2018-07,WOODLANDS,5 ROOM,572A,WOODLANDS AVE 1,01 TO 03,112.0,Improved,2013,94 years 05 months,432000.0,94.41666666666669,7,2018,5,2,0,23,1.43086995,103.78958284839356
4079,2018-07,WOODLANDS,5 ROOM,572B,WOODLANDS AVE 1,16 TO 18,112.0,Improved,2013,94 years 05 months,480000.0,94.41666666666669,7,2018,5,2,5,23,1.43147925,103.78955721534854
4080,2018-07,YISHUN,2 ROOM,459,YISHUN AVE 11,10 TO 12,48.0,Model A,2013,94 years 01 month,237000.0,94.08333333333331,7,2018,2,3,3,24,1.4236023,103.8495581
4081,2018-07,YISHUN,3 ROOM,448,YISHUN RING RD,07 TO 09,67.0,Model A,2012,93 years 01 month,315000.0,93.08333333333331,7,2018,3,3,2,24,1.42245525,103.84491385021228
4082,2018-07,YISHUN,4 ROOM,455,YISHUN ST 41,01 TO 03,93.0,Model A,2013,94 years 02 months,325000.0,94.16666666666669,7,2018,4,3,0,24,1.4184937,103.8465573
4083,2018-07,YISHUN,4 ROOM,458,YISHUN AVE 11,01 TO 03,93.0,Model A,2013,94 years 01 month,330000.0,94.08333333333331,7,2018,4,3,0,24,1.4236023,103.8495581
4084,2018-07,YISHUN,4 ROOM,458,YISHUN AVE 11,01 TO 03,93.0,Model A,2013,94 years 02 months,340000.0,94.16666666666669,7,2018,4,3,0,24,1.4236023,103.8495581
4085,2018-07,YISHUN,4 ROOM,448,YISHUN RING RD,04 TO 06,92.0,Model A,2012,93 years 01 month,360000.0,93.08333333333331,7,2018,4,3,1,24,1.42245525,103.84491385021228
4086,2018-07,YISHUN,4 ROOM,448,YISHUN RING RD,01 TO 03,92.0,Model A,2012,93 years 01 month,368000.0,93.08333333333331,7,2018,4,3,0,24,1.42245525,103.84491385021228
4087,2018-07,YISHUN,4 ROOM,445,YISHUN AVE 11,01 TO 03,92.0,Model A,2012,93 years,370000.0,93.0,7,2018,4,3,0,24,1.4236023,103.8495581
4088,2018-07,YISHUN,4 ROOM,442,YISHUN AVE 11,01 TO 03,92.0,Model A,2012,93 years,370000.0,93.0,7,2018,4,3,0,24,1.4234108,103.84541170182766
4089,2018-07,YISHUN,4 ROOM,454,YISHUN ST 41,07 TO 09,93.0,Model A,2013,94 years 02 months,380000.0,94.16666666666669,7,2018,4,3,2,24,1.41990885,103.84510269856574
4090,2018-07,YISHUN,4 ROOM,458,YISHUN AVE 11,04 TO 06,93.0,Model A,2013,94 years 01 month,388000.0,94.08333333333331,7,2018,4,3,1,24,1.4236023,103.8495581
4091,2018-07,YISHUN,4 ROOM,443,YISHUN AVE 11,04 TO 06,96.0,Model A,2012,93 years,390000.0,93.0,7,2018,4,3,1,24,1.4236023,103.8495581
4092,2018-07,YISHUN,4 ROOM,448,YISHUN RING RD,07 TO 09,92.0,Model A,2012,93 years 02 months,390000.0,93.16666666666669,7,2018,4,3,2,24,1.42245525,103.84491385021228
4093,2018-07,YISHUN,4 ROOM,443,YISHUN AVE 11,07 TO 09,96.0,Model A,2012,93 years,391888.0,93.0,7,2018,4,3,2,24,1.4236023,103.8495581
4094,2018-07,YISHUN,4 ROOM,458,YISHUN AVE 11,13 TO 15,93.0,Model A,2013,94 years 02 months,393000.0,94.16666666666669,7,2018,4,3,4,24,1.4236023,103.8495581
4095,2018-07,YISHUN,4 ROOM,443,YISHUN AVE 11,07 TO 09,92.0,Model A,2012,93 years,395000.0,93.0,7,2018,4,3,2,24,1.4236023,103.8495581
4096,2018-07,YISHUN,4 ROOM,443,YISHUN AVE 11,07 TO 09,92.0,Model A,2012,93 years,400000.0,93.0,7,2018,4,3,2,24,1.4236023,103.8495581
4097,2018-07,YISHUN,4 ROOM,455,YISHUN ST 41,10 TO 12,93.0,Model A,2013,94 years 01 month,410000.0,94.08333333333331,7,2018,4,3,3,24,1.4184937,103.8465573
4098,2018-07,YISHUN,4 ROOM,449,YISHUN RING RD,10 TO 12,97.0,Model A,2012,93 years 01 month,440000.0,93.08333333333331,7,2018,4,3,3,24,1.42266925,103.84415773091727
4099,2018-08,ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,25 TO 27,87.0,Model A,2012,93 years 01 month,665000.0,93.08333333333331,8,2018,4,3,8,2,1.36477835,103.84422109983105
4100,2018-08,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,22 TO 24,90.0,DBSS,2011,91 years 11 months,698500.0,91.91666666666669,8,2018,4,1,7,2,1.3720898,103.85269347839709
4101,2018-08,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,19 TO 21,90.0,DBSS,2011,92 years,720000.0,92.0,8,2018,4,1,6,2,1.3720898,103.85269347839709
4102,2018-08,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,25 TO 27,91.0,DBSS,2011,92 years,758888.0,92.0,8,2018,4,1,8,2,1.372107,103.8558472
4103,2018-08,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,10 TO 12,112.0,DBSS,2011,92 years,776000.0,92.0,8,2018,5,1,3,2,1.372107,103.8558472
4104,2018-08,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,19 TO 21,112.0,DBSS,2011,91 years 11 months,800000.0,91.91666666666669,8,2018,5,1,6,2,1.372107,103.8558472
4105,2018-08,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,28 TO 30,112.0,DBSS,2011,91 years 11 months,850000.0,91.91666666666669,8,2018,5,1,9,2,1.372107,103.8558472
4108,2018-08,BEDOK,4 ROOM,219C,BEDOK CTRL,01 TO 03,87.0,Model A,2010,90 years 10 months,617000.0,90.83333333333331,8,2018,4,3,0,3,1.3248322,103.93355969492296
4110,2018-08,BUKIT MERAH,3 ROOM,54,HAVELOCK RD,01 TO 03,69.0,Model A,2013,93 years 09 months,530000.0,93.75,8,2018,3,3,0,6,52.45271875,-1.849228621518274
4111,2018-08,BUKIT MERAH,3 ROOM,54,HAVELOCK RD,22 TO 24,69.0,Model A,2013,93 years 10 months,585000.0,93.83333333333331,8,2018,3,3,7,6,52.45271875,-1.849228621518274
4112,2018-08,BUKIT MERAH,4 ROOM,127D,KIM TIAN RD,16 TO 18,88.0,Model A,2013,93 years 06 months,768000.0,93.5,8,2018,4,3,5,6,1.2810986999999998,103.82995250055936
4113,2018-08,BUKIT MERAH,4 ROOM,57,HAVELOCK RD,10 TO 12,94.0,Model A,2013,93 years 09 months,805000.0,93.75,8,2018,4,3,3,6,-37.6772416,175.1574024
4114,2018-08,BUKIT MERAH,4 ROOM,126A,KIM TIAN RD,34 TO 36,93.0,Model A,2013,93 years 06 months,815000.0,93.5,8,2018,4,3,11,6,1.2828631499999998,103.82954689078773
4115,2018-08,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,37 TO 39,95.0,Premium Apartment,2013,94 years,855000.0,94.0,8,2018,4,4,12,6,1.2736569,103.80656804316428
4119,2018-08,BUKIT PANJANG,3 ROOM,633A,SENJA RD,10 TO 12,67.0,Model A,2013,94 years 04 months,328000.0,94.33333333333331,8,2018,3,3,3,7,1.3841658,103.7605439
4120,2018-08,BUKIT PANJANG,3 ROOM,633D,SENJA RD,16 TO 18,67.0,Model A,2013,94 years 04 months,338000.0,94.33333333333331,8,2018,3,3,5,7,1.3841658,103.7605439
4121,2018-08,BUKIT PANJANG,4 ROOM,458,SEGAR RD,10 TO 12,93.0,Premium Apartment,2012,93 years 04 months,420000.0,93.33333333333331,8,2018,4,4,3,7,1.3880210000000002,103.77131921795876
4122,2018-08,BUKIT PANJANG,4 ROOM,633B,SENJA RD,07 TO 09,93.0,Model A,2013,94 years 04 months,423000.0,94.33333333333331,8,2018,4,3,2,7,1.3841658,103.7605439
4123,2018-08,BUKIT PANJANG,4 ROOM,633D,SENJA RD,13 TO 15,93.0,Model A,2013,94 years 04 months,448000.0,94.33333333333331,8,2018,4,3,4,7,1.3841658,103.7605439
4127,2018-08,CHOA CHU KANG,2 ROOM,535,CHOA CHU KANG ST 51,04 TO 06,46.0,Model A,2011,92 years 01 month,235000.0,92.08333333333331,8,2018,2,3,1,9,1.3922895,103.7425291
4128,2018-08,CHOA CHU KANG,3 ROOM,535,CHOA CHU KANG ST 51,04 TO 06,69.0,Model A,2011,92 years 01 month,280000.0,92.08333333333331,8,2018,3,3,1,9,1.3922895,103.7425291
4129,2018-08,CHOA CHU KANG,3 ROOM,476B,CHOA CHU KANG AVE 5,10 TO 12,68.0,Model A,2013,93 years 11 months,317000.0,93.91666666666669,8,2018,3,3,3,9,1.37704675,103.7376158922925
4130,2018-08,CLEMENTI,2 ROOM,423,CLEMENTI AVE 1,22 TO 24,50.0,Model A,2013,94 years 01 month,332000.0,94.08333333333331,8,2018,2,3,7,10,1.30939215,103.76982565764946
4131,2018-08,CLEMENTI,3 ROOM,417,CLEMENTI AVE 1,10 TO 12,75.0,Model A,2013,94 years 01 month,510000.0,94.08333333333331,8,2018,3,3,3,10,1.31027885,103.77076171925694
4132,2018-08,CLEMENTI,4 ROOM,416,CLEMENTI AVE 1,16 TO 18,99.0,Model A,2013,94 years 02 months,669000.0,94.16666666666669,8,2018,4,3,5,10,1.31039935,103.77128692605824
4133,2018-08,CLEMENTI,4 ROOM,420,CLEMENTI AVE 1,16 TO 18,92.0,Model A,2013,94 years 01 month,680000.0,94.08333333333331,8,2018,4,3,5,10,1.31018505,103.7691503151676
4134,2018-08,CLEMENTI,4 ROOM,418,CLEMENTI AVE 1,13 TO 15,100.0,Model A,2013,94 years 01 month,685000.0,94.08333333333331,8,2018,4,3,4,10,1.31015975,103.7701752713724
4135,2018-08,CLEMENTI,4 ROOM,420,CLEMENTI AVE 1,19 TO 21,92.0,Model A,2013,94 years 01 month,710000.0,94.08333333333331,8,2018,4,3,6,10,1.31018505,103.7691503151676
4136,2018-08,CLEMENTI,5 ROOM,416,CLEMENTI AVE 1,04 TO 06,118.0,Improved,2013,94 years 01 month,750000.0,94.08333333333331,8,2018,5,2,1,10,1.31039935,103.77128692605824
4137,2018-08,CLEMENTI,5 ROOM,416,CLEMENTI AVE 1,13 TO 15,117.0,Improved,2013,94 years 01 month,825000.0,94.08333333333331,8,2018,5,2,4,10,1.31039935,103.77128692605824
4138,2018-08,HOUGANG,3 ROOM,987B,BUANGKOK GREEN,10 TO 12,68.0,Model A,2015,95 years 07 months,322000.0,95.58333333333331,8,2018,3,3,3,12,1.3795615,103.87810724884898
4139,2018-08,HOUGANG,3 ROOM,174A,HOUGANG AVE 1,10 TO 12,66.0,Model A,2014,94 years 05 months,336000.0,94.41666666666669,8,2018,3,3,3,12,1.3495959,103.8885558467328
4140,2018-08,HOUGANG,4 ROOM,987C,BUANGKOK GREEN,16 TO 18,93.0,Model A,2015,95 years 07 months,400000.0,95.58333333333331,8,2018,4,3,5,12,1.37947605,103.87790080048389
4141,2018-08,HOUGANG,4 ROOM,988C,BUANGKOK GREEN,16 TO 18,93.0,Model A,2015,95 years 06 months,450000.0,95.5,8,2018,4,3,5,12,1.38036435,103.87732611991704
4142,2018-08,JURONG EAST,2 ROOM,372,JURONG EAST ST 32,07 TO 09,43.0,Model A,2014,94 years 06 months,245000.0,94.5,8,2018,2,3,2,13,1.3454092,103.7339455
4143,2018-08,JURONG EAST,2 ROOM,372,JURONG EAST ST 32,16 TO 18,44.0,Model A,2014,94 years 06 months,265000.0,94.5,8,2018,2,3,5,13,1.3454092,103.7339455
4144,2018-08,JURONG EAST,3 ROOM,23,TEBAN GDNS RD,07 TO 09,72.0,Model A,2013,94 years 01 month,318000.0,94.08333333333331,8,2018,3,3,2,13,1.3229101,103.7391379106306
4145,2018-08,JURONG EAST,4 ROOM,21,TEBAN GDNS RD,31 TO 33,87.0,Model A,2013,94 years 01 month,480000.0,94.08333333333331,8,2018,4,3,10,13,1.323722,103.73945944875888
4146,2018-08,JURONG EAST,5 ROOM,22,TEBAN GDNS RD,01 TO 03,118.0,Improved,2013,94 years 02 months,515000.0,94.16666666666669,8,2018,5,2,0,13,1.32278185,103.73978960230096
4147,2018-08,JURONG WEST,3 ROOM,180A,BOON LAY DR,01 TO 03,68.0,Model A,2014,94 years 09 months,290000.0,94.75,8,2018,3,3,0,14,1.3476549,103.70879988804776
4148,2018-08,JURONG WEST,3 ROOM,180C,BOON LAY DR,01 TO 03,68.0,Model A,2014,94 years 10 months,292000.0,94.83333333333331,8,2018,3,3,0,14,1.3483782,103.70880132258957
4149,2018-08,JURONG WEST,3 ROOM,180B,BOON LAY DR,07 TO 09,68.0,Model A,2014,94 years 09 months,300000.0,94.75,8,2018,3,3,2,14,1.3479392,103.70918325895548
4150,2018-08,JURONG WEST,3 ROOM,339D,KANG CHING RD,16 TO 18,67.0,Model A,2012,92 years 07 months,348000.0,92.58333333333331,8,2018,3,3,5,14,1.33882645,103.72202190663924
4151,2018-08,JURONG WEST,4 ROOM,337C,TAH CHING RD,01 TO 03,93.0,Model A,2010,90 years 09 months,375000.0,90.75,8,2018,4,3,0,14,1.33712135,103.72178318879226
4152,2018-08,JURONG WEST,4 ROOM,180C,BOON LAY DR,10 TO 12,93.0,Model A,2014,94 years 09 months,428000.0,94.75,8,2018,4,3,3,14,1.3483782,103.70880132258957
4153,2018-08,KALLANG/WHAMPOA,3 ROOM,38C,BENDEMEER RD,07 TO 09,69.0,Model A,2012,92 years 09 months,480000.0,92.75,8,2018,3,3,2,15,1.3211985,103.86682617446594
4154,2018-08,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,10 TO 12,89.0,Model A,2012,92 years 09 months,582000.0,92.75,8,2018,4,3,3,15,1.3201502,103.8668455178284
